id,placeId,googlePlaceId,descriptorType,targetPlaceId,targetDisplayName,spatialRelationship,straightLineDistanceMeters,travelDistanceMeters,containment
1282,693,ChIJPahKVPxQtFIRBlISJ_3R5ME,area,ChIJPahKVPxQtFIRGNHsRrbO_Hk,Partch Woods Scientific and Natural Area,,,,OUTSKIRTS
1283,694,ChIJ3VlDvK5YtFIRnfgoHeSDv-E,landmark,ChIJ83Y15A5ZtFIRZjXf1aooM2c,Quarry Eleven,,215.0063,321.0117,
1284,694,ChIJ3VlDvK5YtFIRnfgoHeSDv-E,area,ChIJ3VlDvK5YtFIRmgUNtxNEWpQ,Quarry Park Scientific and Natural Area,,,,OUTSKIRTS
1285,695,ChIJaXqnwJVcs1IR7TkbhQNLKPc,area,ChIJaXqnwJVcs1IR8OWQLr2TW0o,Crow-Hassan Park Reserve,,,,WITHIN
1286,696,ChIJLWPzjJCOtFIRkZpoo5ab_38,area,ChIJLWPzjJCOtFIRlfjVMIK-8mQ,Clear Lake Scientific and Natural Area,,,,OUTSKIRTS
1287,697,ChIJGY8r9Tp5s1IRw2usg0_Xx8c,area,ChIJGY8r9Tp5s1IRyFXTT9UJn7o,Sherburne National Wildlife Refuge,,,,WITHIN
1288,700,ChIJMckHUXuVslIR20xlsTFOGmU,landmark,ChIJrQ8rzXCVslIRBU4uu3WQObc,Falls Creek Scientific and Natural Area,,319.5727,324.12524,
1289,700,ChIJMckHUXuVslIR20xlsTFOGmU,area,ChIJrQ8rzXCVslIRnhXTxAAORb0,Falls Creek Scientific and Natural Area,,,,NEAR
1290,702,ChIJu79cSYDKslIReMRR2vvxgFM,area,ChIJu79cSYDKslIR7tmtcmjILMw,St. Croix Savanna Scientific and Natural Area,,,,NEAR
1291,703,ChIJcaYZ2y7GslIR8xWtrV29TAI,area,ChIJcaYZ2y7GslIRnrxIgw3yGow,Pine Point Regional Park,,,,WITHIN
1292,704,ChIJXXjz4ajTslIRkQbx1TWMSpQ,landmark,ChIJjRNbCqXTslIR9udSM_RCMuE,Cowern Elementary School,,398.49313,0.0,
1293,704,ChIJXXjz4ajTslIRkQbx1TWMSpQ,landmark,ChIJyTNkVfTTslIRWNg-IxMT36s,SPARKS Affordable Automotive,,480.16675,0.0,
1294,704,ChIJXXjz4ajTslIRkQbx1TWMSpQ,area,ChIJXXjz4ajTslIRPFhORBZDq18,Southwood Nature Preserve,,,,WITHIN
1295,706,ChIJzQ8F914qs1IRkT_tZSHQ4jA,landmark,ChIJL8EkEGIrs1IR8BOa3QAXj28,Reservoir Woods Parking & Trailhead,,354.1246,463.70688,
1296,706,ChIJzQ8F914qs1IRkT_tZSHQ4jA,area,ChIJzQ8F914qs1IRIKRAV9smY-g,Reservoir Woods Park,,,,WITHIN
1297,707,ChIJjST5_4Iss1IRJ-19PSPjKBg,landmark,ChIJDR2fc50ss1IRAJJeQIkgpGw,Kaufert Laboratory,,76.830635,488.248,
1298,707,ChIJjST5_4Iss1IRJ-19PSPjKBg,landmark,ChIJLaqBwIMss1IR4uQi0rw4Z0I,Green Hall,BESIDE,27.231007,196.73439,
1299,707,ChIJjST5_4Iss1IRJ-19PSPjKBg,landmark,ChIJ2_N9woMss1IRXTTP-cDwaVs,Skok Hall,AROUND_THE_CORNER,35.440838,130.71558,
1300,707,ChIJjST5_4Iss1IRJ-19PSPjKBg,landmark,ChIJdeix-YMss1IR6MACG4ykkPU,St. Paul Gymnasium,AROUND_THE_CORNER,128.53127,142.91794,
1301,707,ChIJjST5_4Iss1IRJ-19PSPjKBg,landmark,ChIJ2_N9woMss1IRowco7HnVjjE,Alderman Hall,,140.23901,330.41946,
1302,707,ChIJjST5_4Iss1IRJ-19PSPjKBg,area,ChIJ_8cK92kts1IRJLM5t76QiMU,University of Minnesota,,,,OUTSKIRTS
1303,707,ChIJjST5_4Iss1IRJ-19PSPjKBg,area,ChIJNdMcs4Mss1IR0G7ODj7WnV0,Lot SC169,,,,NEAR
1304,707,ChIJjST5_4Iss1IRJ-19PSPjKBg,area,ChIJjym5j4Mss1IR3tGTt-aFM5U,St. Paul Gym Fields,,,,NEAR
1305,708,ChIJ____v5kys1IRavccC_wY54s,area,ChIJQVJlJdNTrVIRri7tPee7W4Y,Twin Cities Paintball Park,,,,WITHIN
1306,716,ChIJXbTTu0PvsVIRtrNsPjDGocQ,area,ChIJHTJtxezvsVIRAMsRl31mCII,General C.c. Andrews,,,,WITHIN
1307,720,ChIJX2QTHADlyFIRwgrbm3OAnHA,area,ChIJS-tQp1jkyFIRbnnXmgZJYyU,Clay County Wildlife Management Area,,,,OUTSKIRTS
1308,721,ChIJj-A8OXRyt1IRrrdrwhuUHqc,landmark,ChIJa8KPmnRyt1IR98N2CjVGZi8,Walker City Park,,252.80904,432.24063,
1309,721,ChIJj-A8OXRyt1IRrrdrwhuUHqc,landmark,ChIJe2yRtnNyt1IRo9ZuuL-jS58,St Agnes Catholic Church,,331.73328,378.96643,
1310,721,ChIJj-A8OXRyt1IRrrdrwhuUHqc,landmark,ChIJgTwJAXNyt1IRflj3UOtWIrI,Essentia Health-Walker Clinic,,396.71765,451.83044,
1311,721,ChIJj-A8OXRyt1IRrrdrwhuUHqc,landmark,ChIJbyKaCXNyt1IRGD_SM3Ld2V4,Pederson Family Dental,,330.20346,386.98364,
1312,721,ChIJj-A8OXRyt1IRrrdrwhuUHqc,landmark,ChIJOymRoHNyt1IRRoGcsdJx5N0,Lakeview Laundry & Car Wash,,275.4976,370.74,
1313,721,ChIJj-A8OXRyt1IRrrdrwhuUHqc,area,ChIJV78mC3Ryt1IR2Z5XF9QzbhU,Deer Park,,,,NEAR
1314,724,ChIJgVXaTZyXt1IRhU8oeDVxugM,area,ChIJXSFqENiEt1IRUf0yZVJTtac,Paul Bunyan State Forest,,,,OUTSKIRTS
1315,725,ChIJM1nve9Prt1IRxLpcpa2XWb8,area,ChIJdV4kZzzot1IRrFp2qgAIljk,Two Inlets State Forest,,,,WITHIN
1316,730,ChIJDwA5ozc3rlIRsHxEXDEaEec,area,ChIJDwA5ozc3rlIR4WjusLOkGw4,Hemlock Ravine Scientific and Natural Area,,,,OUTSKIRTS
1317,731,ChIJvTqAeORJr1IRfHIVmR4wfE0,landmark,ChIJcUOH6gpIr1IRRhR90ucVTZo,Gooseberry Falls State Park,WITHIN,328.5842,0.0,
1318,731,ChIJvTqAeORJr1IRfHIVmR4wfE0,landmark,ChIJdWaB7OhHr1IR0kRDZvG8Bn0,Gooseberry Falls Concourse,,97.26768,0.0,
1319,731,ChIJvTqAeORJr1IRfHIVmR4wfE0,landmark,ChIJwUmQcAlIr1IR_YrJR7O9sq8,Joseph N. Alexander Visitor Center,,326.9014,0.0,
1320,731,ChIJvTqAeORJr1IRfHIVmR4wfE0,area,ChIJcUOH6gpIr1IRPKtEJP3udY8,Gooseberry Falls State Park,,,,WITHIN
1321,741,ChIJu_iJ6iehsFIRCZMsJkDvv74,landmark,ChIJu_iJ6iehsFIRaqPja5Tx3BI,USDA Forest Service,ACROSS_THE_ROAD,8.5213785,4.416939,
1322,741,ChIJu_iJ6iehsFIRCZMsJkDvv74,landmark,ChIJl1eZIjqhsFIRlcafYceRpQk,Deer River Lumber,,186.75557,246.04665,
1323,749,ChIJ-xsDuFCpqFIRc450FHCc4y4,area,ChIJDYJlJHX_pVIRxCSG4lrmOCo,Finland State Forest,,,,OUTSKIRTS
1324,751,ChIJPZgU_2PAp1IRfowyUZfpKiE,landmark,ChIJARFIOWTAp1IR_YETMfwfeaU,Putt n Pets Mini Golf,,102.81399,170.9395,
1325,751,ChIJPZgU_2PAp1IRfowyUZfpKiE,landmark,ChIJL0So2CnBp1IRtxBPFKdg-e4,Oddz & Endz,,342.79526,368.95374,
1326,751,ChIJPZgU_2PAp1IRfowyUZfpKiE,landmark,ChIJq51cgcbBp1IRbbWa4NVXmqI,Scruffy Dog Vintage Emporium,,249.22563,291.70734,
1327,753,ChIJNYr2aKhFx1IR8PfWPt8LiyE,area,ChIJ05s2_fVEx1IRFx3xP8go6aE,Agassiz National Wildlife Refuge,,,,WITHIN
1328,759,ChIJ9xKnIhF8u1IRHA180O-eFXA,area,ChIJ9xKnIhF8u1IRu_osEt-_Jeo,Koochiching State Forest,,,,WITHIN
1329,769,ChIJ237Xja6GjIcRpwb0COgSvB4,landmark,ChIJ6Y2DKa-GjIcRy5cAoJEVd2o,Worthington,AROUND_THE_CORNER,68.87712,200.13008,
1330,771,ChIJoWqpITT3i4cRwr8s06qIxmk,area,ChIJEw2JNSbxi4cR_vAcWusiB-o,Blue Mounds State Park,,,,OUTSKIRTS
1331,772,ChIJ9RuLNOOM9IcRad1Fhye0uVM,area,ChIJR0fWXiST9IcR-I7CicJvJF0,South Fork Golf Club,,,,OUTSKIRTS
1332,774,ChIJuZxzIh-rjIcRx18oMHHwp30,area,ChIJ2zk12R6rjIcRSZ4Y1E9YSxc,Historic Meatpacking Powerhouse Historical Marker,,,,OUTSKIRTS
1333,775,ChIJXdm9QVB-84cRw_Elj02bMRQ,landmark,ChIJ_TfCQVB-84cRhVhVy9KySr4,Speedway,,130.73743,163.28252,
1334,775,ChIJXdm9QVB-84cRw_Elj02bMRQ,landmark,ChIJe0jCQVB-84cRNjEXnhzlQGU,Hampton Inn Fairmont,,157.69566,273.75204,
1335,775,ChIJXdm9QVB-84cRw_Elj02bMRQ,landmark,ChIJXdm9QVB-84cRSZZfeCYuy0g,Perkins American Food Co.,,155.23343,305.54736,
1336,775,ChIJXdm9QVB-84cRw_Elj02bMRQ,landmark,ChIJe0jCQVB-84cRgmFvHEwJA94,Quality Inn Fairmont,,78.09199,265.89142,
1337,775,ChIJXdm9QVB-84cRw_Elj02bMRQ,landmark,ChIJmbRvpOV-84cRnaeJhgQVjhY,Best Western Fairmont Hotel & Event Center,,273.03433,346.20673,
1338,776,ChIJ-a1L_s2D9ocRHMn4VBVzY1U,landmark,ChIJueDeLUaD9ocRTKs8wWMHglI,Sakatah State Trail,,56.724636,110.64282,
1339,776,ChIJ-a1L_s2D9ocRHMn4VBVzY1U,landmark,ChIJXy8ud0-D9ocRYtS3djrWRKc,Casey's,AROUND_THE_CORNER,116.15059,116.82562,
1340,776,ChIJ-a1L_s2D9ocRHMn4VBVzY1U,landmark,ChIJSeIqhkWD9ocRwRzqJPfan80,Tucker's Tavern,,232.03127,275.64206,
1341,776,ChIJ-a1L_s2D9ocRHMn4VBVzY1U,landmark,ChIJk0rZcU-D9ocRjjfK3KJ4pmY,Elysian Shores Campground,,309.23395,464.7659,
1342,776,ChIJ-a1L_s2D9ocRHMn4VBVzY1U,landmark,ChIJq4UtKESD9ocRs-sWWrcN4wE,Lake Francis City Park,,323.01483,392.9795,
1343,782,ChIJdRKSftHt-YcRA9oGjdFzMxY,area,ChIJDfIyAJ_v-YcRp6Q7JG29g1I,Medical Pioneers of Minnesota,,,,WITHIN
1344,786,ChIJg9S_N1Fb9YcRaqYhhO2qvRc,landmark,ChIJjQok055a9YcRO9CjENWRHwI,Health Enhancement-Bird Island,AROUND_THE_CORNER,77.22285,107.862595,
1345,786,ChIJg9S_N1Fb9YcRaqYhhO2qvRc,landmark,ChIJtZYW755a9YcRpXVJnQXC3og,M&W Auto Clinic,,254.76314,302.10815,
1346,786,ChIJg9S_N1Fb9YcRaqYhhO2qvRc,area,ChIJ-9sZGJla9YcRFXkpoKqfXmw,Lion's Park,,,,OUTSKIRTS
1347,788,ChIJ3ywIt0ha9ocR0a_Qrxzz19Y,landmark,ChIJwxeJP15b9ocRASxz_Sxxm4c,Rest Area I-35 NB Heath Creek,,37.111843,0.0,
1348,789,ChIJ7ZAW30jB94cR1ZtJLO6yjnw,landmark,ChIJ42FwpEjB94cRUhSJxAMG_FA,Vermillion Falls Park,,165.14296,0.0,
1349,789,ChIJ7ZAW30jB94cR1ZtJLO6yjnw,landmark,ChIJqa3dmUjB94cRKyPFkFdAP4s,Ardent Mills Hastings Mill,,174.64182,0.0,
1350,789,ChIJ7ZAW30jB94cR1ZtJLO6yjnw,landmark,ChIJLYi7wEnB94cRNzkpR6d2r2o,Domino's Pizza,,351.36472,0.0,
1351,789,ChIJ7ZAW30jB94cR1ZtJLO6yjnw,landmark,ChIJlQscgEnB94cR63PrrP83G7Q,Applebee's Grill + Bar,,264.59793,0.0,
1352,789,ChIJ7ZAW30jB94cR1ZtJLO6yjnw,landmark,ChIJlenKWrLB94cR_Q2j_S-ZoKo,KFC,,369.26727,0.0,
1353,789,ChIJ7ZAW30jB94cR1ZtJLO6yjnw,area,ChIJ42FwpEjB94cRqugUkD2JtzA,Vermillion Falls Park,,,,OUTSKIRTS
1354,791,ChIJwxeJP15b9ocRASxz_Sxxm4c,landmark,ChIJ3ywIt0ha9ocR0a_Qrxzz19Y,Dundas Rest Area - North Bound,,37.111843,0.0,
1355,792,ChIJ02uoSgor9ocRQhoxFgxFS_E,landmark,ChIJqRUwdhks9ocRiu_Ar0EfAcU,Lloyd's Barbeque Co,,261.3051,373.65536,
1356,792,ChIJ02uoSgor9ocRQhoxFgxFS_E,landmark,ChIJqckuraQt9ocRvO1rTM72nto,Overlook at Quarry Island,BESIDE,49.07124,0.7434082,
1357,792,ChIJ02uoSgor9ocRQhoxFgxFS_E,landmark,ChIJqw4KsR4s9ocRaKbWJucNHXc,Big Rivers Regional Trail Parking Lot,,27.606619,25.657772,
1358,792,ChIJ02uoSgor9ocRQhoxFgxFS_E,landmark,ChIJ59CrgQMv9ocRBbtdWgp_eus,Quarry Island,,549.86414,62.789536,
1359,792,ChIJ02uoSgor9ocRQhoxFgxFS_E,area,ChIJl6PhVP4r9ocRTGXHAQwmPn4,Fort Snelling State Park,,,,OUTSKIRTS
1360,792,ChIJ02uoSgor9ocRQhoxFgxFS_E,area,ChIJHdyLsZwq9ocRsnC1By_xmXI,Mississippi National River & Recreation Area,,,,OUTSKIRTS
1361,792,ChIJ02uoSgor9ocRQhoxFgxFS_E,area,ChIJUVnPrR4s9ocRGSV6pm8gJUI,Parking lot,,,,OUTSKIRTS
1362,793,ChIJxUYGxIHn94cRAyH7ZtRG1aM,area,ChIJfacnh4Pd94cRt3LMfmAe8iY,Afton State Park,,,,OUTSKIRTS
1363,794,ChIJ14pVBC_794cRTtwcR7YzLNM,landmark,ChIJEem5XTL794cR9P0YZhcPARA,FNBRF Field,,186.01721,0.0,
1364,794,ChIJ14pVBC_794cRTtwcR7YzLNM,landmark,ChIJHy4xCiv794cRNx_KxRinxY8,Greenwood Elementary School,,464.83652,0.0,
1365,794,ChIJ14pVBC_794cRTtwcR7YzLNM,landmark,ChIJ5RFAP5r794cR6SINvjEvSFs,Tri-Angels Playground,BESIDE,21.161497,0.0,
1366,794,ChIJ14pVBC_794cRTtwcR7YzLNM,area,ChIJ14pVBC_794cRe8k47w0g110,Hoffman Park,,,,WITHIN
1367,795,ChIJSSgDHlnV94cRu5cVH17pB2U,landmark,ChIJ61Kj7ljV94cRtk8qy_cWne8,Minnesota Pollution Control Agency,,79.76136,174.02983,
1368,795,ChIJSSgDHlnV94cRu5cVH17pB2U,landmark,ChIJSSgDHlnV94cRz--vASLavX0,Minnesota Department of Natural Resources - Parks and Trails,BESIDE,30.503227,4.1356816,
1369,795,ChIJSSgDHlnV94cRu5cVH17pB2U,landmark,ChIJhbesVVjV94cRrkiZbtnzHgo,"Law Enforcement Center, Ramsey Court",,84.91394,202.47139,
1370,795,ChIJSSgDHlnV94cRu5cVH17pB2U,landmark,ChIJFXouaVnV94cRt_botGLXkjU,Minnesota Department of Human Services,AROUND_THE_CORNER,162.80057,157.11716,
1371,795,ChIJSSgDHlnV94cRu5cVH17pB2U,landmark,ChIJYz_AYl7V94cRtKyjIKoRjyY,Mister Car Wash,,374.72412,469.4469,
1372,795,ChIJSSgDHlnV94cRu5cVH17pB2U,area,ChIJj9WKYCPVslIRhuXtvQbqIfg,Payne - Phalen,,,,OUTSKIRTS
1373,795,ChIJSSgDHlnV94cRu5cVH17pB2U,area,ChIJDz9s1F7V94cRIVMmtPzbTRA,Parking lot,,,,NEAR
1374,795,ChIJSSgDHlnV94cRu5cVH17pB2U,area,ChIJf015i33V94cRGEQrBwJxmn0,Dayton's Bluff,,,,NEAR
1375,796,ChIJdfmpbp8RylIR0HylqqQMv1o,landmark,ChIJ2yxQ-Ksq9ocRscnehwEzDiE,Upper Mall Minnesota State Capitol,,167.16089,224.93985,
1376,796,ChIJdfmpbp8RylIR0HylqqQMv1o,landmark,ChIJk4Aug6wq9ocR2LAqtSqVnss,Centennial Office Building,,352.5749,445.6125,
1377,796,ChIJdfmpbp8RylIR0HylqqQMv1o,landmark,ChIJj4S1Iqkq9ocRKRyu148lmKQ,State Office Building,,147.59444,168.18008,
1378,796,ChIJdfmpbp8RylIR0HylqqQMv1o,landmark,ChIJF1GYhakq9ocR1r7yBIfTbyA,Minnesota Senate Building,,393.7407,399.41904,
1379,796,ChIJdfmpbp8RylIR0HylqqQMv1o,landmark,ChIJ2Qha5qsq9ocRk0Jv3NQ8Msc,Minnesota State Capitol,,293.19553,188.13182,
1380,796,ChIJdfmpbp8RylIR0HylqqQMv1o,area,ChIJF9Nd1rEq9ocR5JJ1Q9O_1vk,Northwestern Precinct,,,,WITHIN
1381,796,ChIJdfmpbp8RylIR0HylqqQMv1o,area,ChIJ3T0pRa0q9ocRIPFbyC_fMq4,Downtown,,,,WITHIN
1382,796,ChIJdfmpbp8RylIR0HylqqQMv1o,area,ChIJa_oO7K4q9ocRH36nAE6km1s,Lot H,,,,NEAR
1383,797,ChIJs0zWB7Mss1IRyns82UCVDIw,landmark,ChIJP5fo3J8p9ocRZ1x6ltzlVdQ,Petco,DOWN_THE_ROAD,170.31825,111.37512,
1384,797,ChIJs0zWB7Mss1IRyns82UCVDIw,landmark,ChIJk7vMKJ4p9ocRclMtVfNNcGM,The Minnesota Center for Minimally Invasive Dentistry,AROUND_THE_CORNER,55.88095,87.48465,
1385,797,ChIJs0zWB7Mss1IRyns82UCVDIw,landmark,ChIJI7VgNXYp9ocRd9NwvpVsfyY,Lunds & Byerlys Highland Bridge,AROUND_THE_CORNER,215.29062,231.95506,
1386,797,ChIJs0zWB7Mss1IRyns82UCVDIw,landmark,ChIJUQz2J3Yp9ocR2dJM70FRUvc,Wells Fargo Bank,,380.3757,364.26047,
1387,797,ChIJs0zWB7Mss1IRyns82UCVDIw,landmark,ChIJUQz2J3Yp9ocREfFrYCmWfh4,Life Time,,343.9355,317.6112,
1388,797,ChIJs0zWB7Mss1IRyns82UCVDIw,area,ChIJ8Zhi_dor9ocRyN1a6fl7xYA,Highland Park,,,,WITHIN
1389,797,ChIJs0zWB7Mss1IRyns82UCVDIw,area,ChIJHdyLsZwq9ocRsnC1By_xmXI,Mississippi National River & Recreation Area,,,,NEAR
1390,798,ChIJbyjRnBPY94cR7e9gwzy-zmc,landmark,ChIJ-xJPz_XX94cRcZ2a6uSaSTo,Enterprise Rent-A-Car,,134.87386,434.10495,
1391,798,ChIJbyjRnBPY94cR7e9gwzy-zmc,landmark,ChIJW1KnxafX94cRLI9ECI9SVsE,INDIA MARKET,,152.11035,400.96313,
1392,798,ChIJbyjRnBPY94cR7e9gwzy-zmc,landmark,ChIJr-FeVJTZ94cR74wrZOUA0Mg,Enterprise Car Sales,,132.47064,435.51712,
1393,798,ChIJbyjRnBPY94cR7e9gwzy-zmc,landmark,ChIJZ8mfXBHY94cR5loJEbqigOM,Growing Explorers Learning Center,,238.48265,359.0785,
1394,798,ChIJbyjRnBPY94cR7e9gwzy-zmc,landmark,ChIJYzOrfBPY94cRAp5X-jJ3ft4,Viverant,,204.27678,450.5354,
1395,798,ChIJbyjRnBPY94cR7e9gwzy-zmc,area,ChIJT3lYrhPY94cRQzON1GWzt08,US Storage Centers,,,,WITHIN
1396,798,ChIJbyjRnBPY94cR7e9gwzy-zmc,area,ChIJexVkGxPY94cRBi4MGKANxGM,Lampert Lumber - Lake Elmo,,,,NEAR
1397,800,ChIJO4yLtX03-IcR-chz-j4aeUw,area,ChIJO4yLtX03-IcR6YCJ3CbKNSA,Little House Wayside Cabin,,,,OUTSKIRTS
1398,801,ChIJ3UzuVWVvylIRiuM0RLrlzLw,landmark,ChIJm3Pf-dJvylIRhhPLlgHNpe0,Clyde Machines Inc,,409.8337,424.7807,
1399,801,ChIJ3UzuVWVvylIRiuM0RLrlzLw,area,ChIJEVrNv9JvylIREec9IoUoBy4,Mount Lookout Park,,,,NEAR
1400,803,ChIJaUXuK8lHs1IRzLZ1uCIiICc,landmark,ChIJi8miL8lHs1IR7kT2yCGgSIM,Elm Creek,AROUND_THE_CORNER,89.78646,248.65158,
1401,803,ChIJaUXuK8lHs1IRzLZ1uCIiICc,area,ChIJFQfvKMlHs1IRUNSoN7ffHL8,parking,,,,OUTSKIRTS
1402,807,ChIJRwQLrzJYslIRDIURn8CBKPE,area,ChIJlxJ8sDJYslIRLYV0NwggZSM,Minnesota's Arrowhead Region: A Tourist Mecca Historical Marker,,,,OUTSKIRTS
1403,808,ChIJ1cy4w00xs1IRagHUGT1Acnk,landmark,ChIJP2tj9Ewxs1IRYYEdj1wI9LY,Osterhus Printing & Bookstore,,205.41078,247.00478,
1404,808,ChIJ1cy4w00xs1IRagHUGT1Acnk,area,ChIJ1cy4w00xs1IRkje1lgClEDs,Graeser Park - Historic Wayside Rest,,,,OUTSKIRTS
1405,809,ChIJN_i81uGDyVIR75M8okVGmW4,landmark,ChIJtTFMtLKDyVIRSCeloKyZOSg,I-94: Hansel Lake - Westbound,BESIDE,19.815634,3.5752163,
1406,811,ChIJi_qCq0TusVIRh-gmTiLBN6Q,area,ChIJHTJtxezvsVIRAMsRl31mCII,General C.c. Andrews,,,,WITHIN
1407,814,ChIJ7cFxzsr1sVIRU5c12-q3ikw,landmark,ChIJdxSNwsr1sVIRMbBtnyI5VcM,Rest Area I-35 NB Kettle River,,81.243256,359.3274,
1408,815,ChIJtwrfT9_OyFIRMOL0u5jmrTs,landmark,ChIJRX2lrNjOyFIRAGyQiYYkh8M,Minnesota Welcome Center (Moorhead),BESIDE,24.409622,2.2617378,
1409,815,ChIJtwrfT9_OyFIRMOL0u5jmrTs,area,ChIJpY9A1NjOyFIRU-Qq4Mpjtf0,Blue Star Memorial Highway Historical Marker,,,,WITHIN
1410,816,ChIJU3N6oOI8yFIRH8ozI1eYE8Q,landmark,ChIJq74yHwA9yFIRCQc2cQSZ2cE,Tamarac National Wildlife Refuge Discovery Center,,143.90459,0.0,
1411,816,ChIJU3N6oOI8yFIRH8ozI1eYE8Q,area,ChIJWSBdnLIiyFIRg7RfBJfSjK0,Tamarac National Wildlife Refuge,,,,WITHIN
1412,817,ChIJS5FQZDk_t1IR5oGNnj6IjWQ,landmark,ChIJz5rxoIs_t1IRnNbN76v4gOM,Whipholt Roadside Park,,132.61842,133.60172,
1413,818,ChIJhTIeqIm4t1IRX3Ve9oF_5_U,landmark,ChIJZ4cDL4i4t1IR0QswPp5rDoA,Faithbridge Church,,273.16095,415.2943,
1414,818,ChIJhTIeqIm4t1IRX3Ve9oF_5_U,landmark,ChIJha9_1I64t1IR11gZX52lPBQ,A&W Restaurant,,229.39575,267.2345,
1415,818,ChIJhTIeqIm4t1IRX3Ve9oF_5_U,landmark,ChIJYUOnAom4t1IR8v17Ey4s6Ww,Neighbors Ford of Park Rapids,,134.287,275.55276,
1416,818,ChIJhTIeqIm4t1IRX3Ve9oF_5_U,landmark,ChIJyaWJ1I64t1IRknrAEmuZHok,"John's Body Shop, LLC",,212.00287,380.42374,
1417,818,ChIJhTIeqIm4t1IRX3Ve9oF_5_U,landmark,ChIJ3a0F3I64t1IRrHdxrY0KpnY,Park Rapids Building Supply INC,,321.14798,344.42072,
1418,818,ChIJhTIeqIm4t1IRX3Ve9oF_5_U,area,ChIJuUkM74i4t1IRPD5s8EwIz58,Neighbors Ford of Park Rapids,,,,NEAR
1419,818,ChIJhTIeqIm4t1IRX3Ve9oF_5_U,area,ChIJOeN8mYm4t1IRh5K_etT-OeU,All Veterans Memorial,,,,NEAR
1420,820,ChIJm-CwrUDYuVIRJEXbs-5urYU,landmark,ChIJC9D0uEDYuVIRkLFjJUpBRBQ,Boat Ramp,DOWN_THE_ROAD,56.399143,55.226852,
1421,821,ChIJ8-C2L1xdulIRLJwUvBeCuio,area,ChIJLbnHEmddulIRsFDBasfu4bo,Scenic State Park,,,,WITHIN
1422,822,ChIJz_4HGyBQpVIRmpAJp9WT7vY,landmark,ChIJkw29fehPpVIR9ouLKUqxP6Q,Laurentian Divide Geological Marker,DOWN_THE_ROAD,35.06631,33.769787,
1423,824,ChIJbbTfFcSyqFIR3ePUx13773g,landmark,ChIJgV8xocWyqFIRKpnEI9tahWc,Beaver Bay Agate Shop,AROUND_THE_CORNER,109.709724,164.03456,
1424,824,ChIJbbTfFcSyqFIR3ePUx13773g,landmark,ChIJz1q4bsSyqFIR7K0RqMMDprg,Green Door,,128.04865,129.57541,
1425,824,ChIJbbTfFcSyqFIR3ePUx13773g,landmark,ChIJD9wngQyzqFIROa2yfLT4SMY,Beaver Falls,DOWN_THE_ROAD,158.63336,96.616974,
1426,824,ChIJbbTfFcSyqFIR3ePUx13773g,landmark,ChIJxY1BUcSyqFIR2tfdOoTXmt4,Circle K,AROUND_THE_CORNER,214.83104,289.1192,
1427,824,ChIJbbTfFcSyqFIR3ePUx13773g,landmark,ChIJQ15MO-azqFIRnMk1Y1Sc2u4,Red Raven North Motel,,263.1591,357.95734,
1428,825,ChIJbz8e2tklplIRqJ81BFnrkOs,landmark,ChIJdU01fhIkplIRDzR48RPZFZw,Lamb's Resort & Campground,AROUND_THE_CORNER,117.88347,178.85295,
1429,825,ChIJbz8e2tklplIRqJ81BFnrkOs,landmark,ChIJ34UKuXIkplIRcodnSdLBpvE,Cross River Falls,DOWN_THE_ROAD,127.25618,68.98203,
1430,825,ChIJbz8e2tklplIRqJ81BFnrkOs,landmark,ChIJ66pKfhIkplIRFxXKJJ3nwlk,Schroeder Baking Co,ACROSS_THE_ROAD,43.61232,12.159164,
1431,825,ChIJbz8e2tklplIRqJ81BFnrkOs,landmark,ChIJoSiwRIMlplIRMyyPX2em1VE,"Electric Trails E-Bike Rentals - Schroeder, MN",,293.01453,300.11346,
1432,825,ChIJbz8e2tklplIRqJ81BFnrkOs,area,ChIJD1-Nrg0kplIRRpnF_nblKNk,Lamb's Resort & Campground,,,,OUTSKIRTS
1433,826,ChIJ34UKuXIkplIRcodnSdLBpvE,landmark,ChIJdU01fhIkplIRDzR48RPZFZw,Lamb's Resort & Campground,,227.42888,0.0,
1434,826,ChIJ34UKuXIkplIRcodnSdLBpvE,landmark,ChIJmbyjREUkplIR6mQO9xAX5Xo,Father Baraga's Cross Historical Marker,,411.92703,0.0,
1435,826,ChIJ34UKuXIkplIRcodnSdLBpvE,landmark,ChIJ66pKfhIkplIRFxXKJJ3nwlk,Schroeder Baking Co,,152.9452,0.0,
1436,826,ChIJ34UKuXIkplIRcodnSdLBpvE,landmark,ChIJoSiwRIMlplIRMyyPX2em1VE,"Electric Trails E-Bike Rentals - Schroeder, MN",,182.24551,0.0,
1437,826,ChIJ34UKuXIkplIRcodnSdLBpvE,area,ChIJD1-Nrg0kplIRRpnF_nblKNk,Lamb's Resort & Campground,,,,NEAR
1438,827,ChIJ4wO1RAAfplIRd_njVbI-Y24,landmark,ChIJCQSgZDUeplIRSdVqYe6pVnw,Caribou Falls State Wayside,,44.519955,0.0,
1439,827,ChIJ4wO1RAAfplIRd_njVbI-Y24,area,ChIJYdvam0oeplIROaB_XYlFbas,Caribou Falls State Wayside,,,,NEAR
1440,828,ChIJq6qqSxrHp1IR6YyD6yKAQ_E,area,ChIJ5VJRTBrHp1IRmPOFnckS4a0,Cut Face Creek Wayside Rest,,,,WITHIN
